V1,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
[Number][Unit]中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName][Number][Unit]）（添加物[ActIngreName]適量）,23,9,1,1,Cluster  1
[BrandName]射液[Number][Unit]（[Number][Unit]）中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit],23,9,1,1,Cluster  1
[Number][Unit]（容量[Number][Unit]）中[ActIngreName]（[ElementSymbol]）液[Number][Unit]（検定日時）,23,9,1,1,Cluster  1
[Number][Unit]（容量[Number][Unit]）中［ＮＮ’－エチレンジ－Ｌ－システイネート（[Number]）］オキソテクネチウム（[ElementSymbol]）ジエチルエステル放射能として[Number][Unit]（検定日時）[ActIngreName]として[Number][Unit],23,9,1,1,Cluster  1
本品は放射性医薬品基準[ActIngreName]（[ElementSymbol]）[Form]調製用[Form]である[Number][Unit]中[ActIngreName][Number][Unit],1,10,2,1,Cluster  1
本品は[ActIngreName]（[ElementSymbol]）[Form]調製用のセットである[Number]．[ActIngreName]（[ElementSymbol]）[Form][Number][Unit]（[Number][Unit]）中[ActIngreName]（検定日時において）[Number][Unit][Number]．注射用[ActIngreName][Form][Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit],1,10,1,1,Cluster  1
本品は[ActIngreName]（[ElementSymbol]）[Form]調製用の[Form]である[Number][Unit]（[Number][Unit]分）は下記[Number]品目の組合せよりなる[Number]．注射用[ActIngreName][Form][Number][Unit][Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]<<BR>>[Number]．[CaseName]（[Number][Unit]）[Number][Unit]<<BR>>[Number]．[CaseName][Number][Unit],1,10,1,1,Cluster  1
本品は放射性医薬品基準[ActIngreName]（[ElementSymbol]）[Form]調製用[Form]である[Number][Unit]中[ActIngreName]（[ActIngreShortName]）[Number][Unit],1,10,1,1,Cluster  1
本品は放射性医薬品基準[ActIngreName]（[ElementSymbol]）[Form]調製用[Form]である[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit],1,10,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit][ActIngreName][Number][Unit],6,11,4,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]（[Number][Unit]）中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit]<<BR>>[ActIngreName]（[ActIngreShortName]）[Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]（[Number][Unit]）中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit][ActIngreName]（[ElementSymbol]）[Form][Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]中[ActIngreName]（[ElementSymbol]）[ActIngreName]として（検定日時において）[Number][Unit][ActIngreName][Form][Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]（[Number][Unit]）中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]（[Number][Unit]）中[ActIngreName]（検定日時において）[Number][Unit][ActIngreName][Number][Unit][ActIngreName]（[ActIngreName]として）[Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit]<<BR>>[ActIngreName]（[ActIngreShortName]）[Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit],6,11,1,1,Cluster  1
組成<BR>本剤は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]（[Number][Unit]）中[ActIngreName]（検定日時において）[Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本品は水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]（[Number][Unit]）中[ActIngreName]（検定日時において）[Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本剤は[CaseName]に充てんされ[CaseName]（[CaseName]）に収められた水性の[Form]で[ActIngreName]を[ActIngreName]の形で含む[Number][Unit]中[ActIngreName]（[ElementSymbol]）（検定日時において）[Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本剤は水性の[Form]で[Number][Unit]（[Number][Unit]）中に[ActIngreName]を[ActIngreName]（[ElementSymbol]）として含む[Number][Unit]（[Number][Unit]）中[ActIngreName]として（検定日において）[Number][Unit][ActIngreName][Number][Unit],6,11,1,1,Cluster  1
本剤は[ActIngreName]（[ElementSymbol]）[Form]を[CaseName]内に封入したものである[Number][Unit]中[ActIngreName]（[ElementSymbol]）[Form]（検定日時において）[Number][Unit],6,11,1,1,Cluster  1
組成性状<BR>本剤は血液保存液（[ActIngreShortName]Ｄ液）を[Number][Unit]混合した[ActIngreName][Number][Unit]から白血球の大部分を除去した濃[Color]の[Form]であり静置するとき赤血球の沈層と[Color]の液層とに分かれる液層は脂肪により混濁することがありまたヘモグロビンによる弱い着色を認めることがある［採血国：日本］［採血方法：献血］<<BR>>血液保存液（[ActIngreShortName]Ｄ液）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去し洗浄したＯ型の赤血球層に白血球の大部分を除去したＡＢ型のヒト血漿を[ActIngreName][Number][Unit]に由来する相当量加えた濃[Color]の[Form]であり静置するとき赤血球の沈層と[Color]の液層とに分かれる液層は脂肪により混濁することがありまたヘモグロビンによる弱い着色を認めることがあるなおヒト血漿には原料血液由来の血液保存液（[ActIngreShortName]Ｄ液）（[ActIngreName][Number][Unit]に対し[Number][Unit]混合）を含有する［採血国：日本］［採血方法：献血］<<BR>>血液保存液（[ActIngreShortName]Ｄ液）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去した赤血球層に凍害保護液を加えて凍結保存したものを解凍後凍害保護液を洗浄除去したもので最終洗浄液を少量含有する[Color]の[Form]であり他の赤血球製剤と比べて[Number][Unit]中の上清ヘモグロビン量の多いことが認められる［採血国：日本］［採血方法：献血］<<BR>>最終洗浄液<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は血液保存液（[ActIngreShortName]Ｄ液）を[Number][Unit]混合した[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去した赤血球層に赤血球保存用添加液（ＭＡＰ液）を約[Number][Unit]混和したもので[ActIngreShortName]Ｄ液を少量含有する濃[Color]の[Form]であり静置するとき主として赤血球からなる沈層と[Color]の液層とに分かれる液層はヘモグロビンによる着色を認めることがある［採血国：日本］［採血方法：献血］<<BR>>血液保存液（[ActIngreShortName]Ｄ液）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする<<BR>>赤血球保存用添加液（ＭＡＰ液）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は血液保存液（[ActIngreShortName]Ｄ液）を[Number][Unit]混合した[ActIngreName][Number][Unit]から白血球の大部分を除去し分離した新鮮な血漿を凍結したもので融解するとき[Color]ないし[Color]の[Form]となり脂肪により混濁することがある[Number][Unit]由来の本剤には約[Number][Unit]（[Number][Unit]）の[ActIngreName]が含まれている［採血国：日本］［採血方法：献血］<<BR>>血液保存液（[ActIngreShortName]Ｄ液）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去した赤血球層を生理[ActIngreName]液で洗浄した後同液を加えて全量を[Number][Unit]とした濃[Color]の[Form]である静置するとき主として赤血球からなる沈層と[Color]な液層とに分かれ液層はヘモグロビンによる弱い着色を認めることがある［採血国：日本］［採血方法：献血］,15,12,2,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去した赤血球層に凍害保護液を加えて凍結保存したものを解凍後凍害保護液を洗浄除去したもので最終洗浄液を少量含有する[Color]の[Form]であり他の赤血球製剤と比べて[Number][Unit]中の上清ヘモグロビン量の多いことが認められる［採血国：日本］［採血方法：献血］本剤には輸血による移植片対宿主病（ＧＶＨＤ：ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ）[Number]）を予防する目的で[Number][Unit]以上[Number][Unit]以下の放射線が照射されており本剤は放射線を照射しない製剤よりも保存に伴い上清中の[ActIngreName]濃度が増加することが認められる［[Number][Unit]由来の本剤[Number][Unit]に含まれる上清中の総[ActIngreName]量（[ActIngreName]濃度）は製造直後で平均[Number][Unit]（[Number][Unit]）製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である放射線を照射しない場合は製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である］数値は採血当日の[Number][Unit]由来赤血球濃厚液－ＬＲ「日赤」に[Number][Unit]の放射線を照射しこれを原料として採血後[Number]日目に冷凍した赤血球を解凍し製造した場合のもの（ｎ＝[Number]）<<BR>>最終洗浄液<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去し洗浄したＯ型の赤血球層に白血球の大部分を除去したＡＢ型のヒト血漿を[ActIngreName][Number][Unit]に由来する相当量加えた濃[Color]の[Form]であり静置するとき赤血球の沈層と[Color]の液層とに分かれる液層は脂肪により混濁することがありまたヘモグロビンによる弱い着色を認めることがあるなおヒト血漿には原料血液由来の血液保存液（[ActIngreShortName]Ｄ液）（[ActIngreName][Number][Unit]に対し[Number][Unit]混合）を含有する［採血国：日本］［採血方法：献血］本剤には輸血による移植片対宿主病（ＧＶＨＤ：ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ）[Number]）を予防する目的で[Number][Unit]以上[Number][Unit]以下の放射線が照射されており本剤は放射線を照射しない製剤よりも保存に伴い上清中の[ActIngreName]濃度が増加することが認められる［[Number][Unit]由来の本剤[Number][Unit]に含まれる上清中の総[ActIngreName]量（[ActIngreName]濃度）は製造直後で平均[Number][Unit]（[Number][Unit]）製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である放射線を照射しない場合は製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である］<<BR>>数値は採血当日の[Number][Unit]由来赤血球濃厚液－ＬＲ「日赤」に[Number][Unit]の放射線を照射し採血後[Number]日目に製造した場合のもの（ｎ＝[Number]）<<BR>>血液保存液（[ActIngreShortName]Ｄ液）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,2,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]から白血球及び血漿の大部分を除去した赤血球層を生理[ActIngreName]液で洗浄した後同液を加えて全量を[Number][Unit]とした濃[Color]の[Form]である静置するとき主として赤血球からなる沈層と[Color]な液層とに分かれ液層はヘモグロビンによる弱い着色を認めることがある［採血国：日本］［採血方法：献血］本剤には輸血による移植片対宿主病（ＧＶＨＤ：ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ）[Number]）を予防する目的で[Number][Unit]以上[Number][Unit]以下の放射線が照射されており本剤は放射線を照射しない製剤よりも保存に伴い上清中の[ActIngreName]濃度が増加することが認められる［[Number][Unit]由来の本剤[Number][Unit]に含まれる上清中の総[ActIngreName]量（[ActIngreName]濃度）は製造直後で平均[Number][Unit]（[Number][Unit]）製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である放射線を照射しない場合は製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である］<<BR>>数値は採血当日の[Number][Unit]由来赤血球濃厚液－ＬＲ「日赤」に[Number][Unit]の放射線を照射し採血後[Number]日目に製造した場合のもの（ｎ＝[Number]）,15,12,2,5,Cluster  5
組成性状<BR>本剤は血漿に浮遊した血小板で血液成分採血により白血球の大部分を除去して採取した製剤である[Color]ないし[Color]の[Form]であり脂肪により混濁することがある本剤には血液成分採血に由来する血液保存液（ＡＣＤ－[DrugParts]）が含まれる［採血国：日本］［採血方法：献血］<<BR>>血液保存液（ＡＣＤ－[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]又は[Number][Unit]から血漿の大部分を除去した赤血球層に凍害保護液を加えて凍結保存したものを解凍後凍害保護液を洗浄除去した[Color]の[Form]であり他の赤血球製剤と比べて[Number][Unit]中の上清ヘモグロビン量の多いことが認められる［採血国：日本］［採血方法：献血］<<BR>>最終洗浄液<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は血液成分採血により白血球の大部分を除去して＞採取した新鮮な血漿を凍結したものである融解するとき[Color]ないし[Color]の[Form]となり脂肪により混濁することがある本剤には成分採血に由来する血液保存液（ＡＣＤ－[DrugParts]）が含まれる容量は[Number][Unit]であり本剤[Number][Unit]中には約[Number][Unit]（[Number][Unit]）の[ActIngreName]が含まれている［採血国：日本］［採血方法：献血］<<BR>>血液保存液（ＡＣＤ[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は血液成分採血により白血球の大部分を除去して採取した新鮮な血漿を凍結したものである融解するとき[Color]ないし[Color]の[Form]となり脂肪により混濁することがある本剤には成分採血に由来する血液保存液（ＡＣＤ－[DrugParts]）が含まれる容量は[Number][Unit]であり本剤[Number][Unit]中には約[Number][Unit]（[Number][Unit]）の[ActIngreName]が含まれている［採血国：日本］［採血方法：献血］<<BR>>血液保存液（ＡＣＤ－[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は血漿に浮遊した血小板で患者のＨＬＡ型に適合する（供血者のリンパ球と患者の血清との交差試験に適合する）献血者から血液成分採血により白血球の大部分を除去して採取した製剤である[Color]ないし[Color]の[Form]であり脂肪により混濁することがある本剤には血液成分採血に由来する血液保存液（ＡＣＤ－[DrugParts]）が含まれる［採血国：日本］［採血方法：献血］<<BR>>血液保存液（ＡＣＤ－[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は血漿に浮遊した血小板で血液成分採血により白血球の大部分を除去して採取した製剤である[Color]ないし[Color]の[Form]であり脂肪により混濁することがある本剤には血液成分採血に由来する血液保存液（ＡＣＤ－[DrugParts]）が含まれる［採血国：日本］［採血方法：献血］本剤には輸血による移植片対宿主病（ＧＶＨＤ：ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ）[Number]）を予防する目的で[Number][Unit]以上[Number][Unit]以下の放射線が照射されている<<BR>>血液保存液（ＡＣＤ－[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は血漿に浮遊した血小板で患者のＨＬＡ型に適合する（供血者のリンパ球と患者の血清との交差試験に適合する）献血者から血液成分採血により白血球の大部分を除去して採取した製剤である[Color]ないし[Color]の[Form]であり脂肪により混濁することがある本剤には血液成分採血に由来する血液保存液（ＡＣＤ－[DrugParts]）が含まれる［採血国：日本］［採血方法：献血］本剤には輸血による移植片対宿主病（ＧＶＨＤ：ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ）[Number]）を予防する目的で[Number][Unit]以上[Number][Unit]以下の放射線が照射されている<<BR>>血液保存液（ＡＣＤ－[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
組成性状<BR>本剤は[ActIngreName][Number][Unit]又は[Number][Unit]から血漿の大部分を除去した赤血球層に凍害保護液を加えて凍結保存したものを解凍後凍害保護液を洗浄除去した[Color]の[Form]であり他の赤血球製剤と比べて[Number][Unit]中の上清ヘモグロビン量の多いことが認められる［採血国：日本］［採血方法：献血］本剤には輸血による移植片対宿主病（ＧＶＨＤ：ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ）[Number]）を予防する目的で[Number][Unit]以上[Number][Unit]以下の放射線が照射されており本剤は放射線を照射しない製剤よりも保存に伴い上清中の[ActIngreName]濃度が増加することが認められる［[Number][Unit]由来の本剤[Number][Unit]に含まれる上清中の総[ActIngreName]量（[ActIngreName]濃度）は製造直後で平均[Number][Unit]（[Number][Unit]）製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である放射線を照射しない場合は製造後[Number]時間で平均[Number][Unit]（[Number][Unit]）である］数値は採血後[Number]日目の[Number][Unit][ActIngreName]ＡＰ「日赤」を原料として冷凍した赤血球を解凍した後に[Number][Unit]の放射線を照射し製造した場合のもの（ｎ＝[Number]）<<BR>>最終洗浄液<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]を加えて溶かし全量を[Number][Unit]とする,15,12,1,5,Cluster  5
[ActIngreName],17,13,3,6,Cluster  6
本品は[ActIngreName]を[Form]としたものである,17,13,3,6,Cluster  6
本剤は[ActIngreName]を[Form]としたものである,17,13,3,6,Cluster  6
本品は[CaseName]Ａ及び[CaseName]Ｂの[Number][Unit]にて構成される<<BR>>[CaseName]Ａ<BR>[ActIngreName][Number][Unit],17,13,1,6,Cluster  6
本品は「アロエ」を[Form]としたものである,17,13,1,6,Cluster  6
本品は[ActIngreName]を刻んだものである,17,13,1,6,Cluster  6
[BrandName],17,13,1,6,Cluster  6
「[ActIngreName]」を[Form]にしたものである,17,13,1,6,Cluster  6
本品は[ActIngreName]を[Form]にしたものである,17,13,1,6,Cluster  6
[ActIngreName]本品は[ActIngreName]ＣｒｏｃｕｓｓａｔｉｖｕｓＬｉｎｎｅ（Ｉｒｉｄａｃｅａｅ）の柱頭である,17,13,1,6,Cluster  6
[ActIngreName]を[Form]としたものである,17,13,1,6,Cluster  6
[ActIngreName]を小片若しくは小塊に切断したものである,17,13,1,6,Cluster  6
組成の表参照,17,13,1,6,Cluster  6
本剤は[ActIngreName]（[ActIngreName]）である,17,13,1,6,Cluster  6
本品は[ActIngreName]（高圧蒸気処理により加工したもの）を刻んだものである,20,14,1,6,Cluster  6
本品はアコニチンメサコニチンを含むトリカブト属カラトリカブト（ＡｃｏｎｉｔｕｍｃａｒｍｉｃｈａｅｌｉＤｅｂｘ．）並びにオクトリカブト（ＡｃｏｎｉｔｕｍｓｕｂｃｕｎｅａｔｕｍＮａｋａｉ）の塊根を加工したものである総[ActIngreName]［[ActIngreName]（[Formula]：[Number]）として］[Number][Unit]を含む（高圧蒸気処理による加工）,20,14,1,6,Cluster  6
本剤はハナトリカブト又はオクトリカブトの塊根を高圧蒸気処理により毒性を減じた後乾燥し[Form]とし一定の[ActIngreName]量を含むように[ActIngreName]で調整したものである本剤は総[ActIngreName]［[ActIngreName]（[Formula]：[Number]）として］[Number][Unit]を含む,20,14,1,6,Cluster  6
本品はハナトリカブト又はオクトリカブトの塊根を高圧蒸気処理により加工（[ActIngreName]）し製したものである,20,14,1,6,Cluster  6
本品は[ActIngreName]（高圧蒸気処理により加工したもの）を[Form]としたものである,20,14,1,6,Cluster  6
本品はトリカブトの塊根を高圧蒸気処理により加工した[ActIngreName]である,20,14,1,6,Cluster  6
有効成分（[Number][Unit]中）<BR>[ActIngreName]（活性型）（遺伝子組換え）：[Number][Unit]有効成分[Number][Unit]は[Number][Unit]に相当する,10,15,5,4,Cluster  4
[Number][Unit]中<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],10,15,4,4,Cluster  4
本剤は[Form][DrugParts]と溶解液（[ActIngreName][CaseName]）からなる注射用[Form]製品である．<<BR>>[Number][Unit]中有効成分<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],10,15,3,4,Cluster  4
本製品は[CaseName]及び溶解液（[Number][Unit][ActIngreName][Form][CaseName]）からなる<<BR>>成分含量（[Number][Unit]中）（[Unit]）<BR>[ActIngreName]（遺伝子組換え）[Number],10,15,3,4,Cluster  4
有効成分（[Number][Unit]中）<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],10,15,3,4,Cluster  4
成分含量（[Number][Unit]中）：<BR>[ActIngreName]（遺伝子組換え）[Number][Unit]（[Unit]）,10,15,3,4,Cluster  4
有効成分（[Number][Unit]中）<BR>[ActIngreName]（遺伝子組換え）[Number][Unit]（[Number][Unit]）,10,15,3,4,Cluster  4
有効成分[ActIngreName]（遺伝子組換え）<BR>[Number][Unit]中の含有量：[Number][Unit]「[ActIngreName]」[Number][Unit]に溶解した[Form][Number][Unit]中に含まれる量：[Number][Unit],10,15,3,4,Cluster  4
成分含有量（[Number][Unit]中）内容量<BR>[Number][Unit]<<BR>>成分含有量（[Number][Unit]中）有効成分<BR>[ActIngreName]（遺伝子組換え））[Number][Unit],10,15,3,4,Cluster  4
[BrandName]は[Number][Unit]中に下記成分分量を含有する[Form]で用時溶解して用いる溶解液として[ActIngreName]が添付されている<<BR>>有効成分<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],10,15,2,4,Cluster  4
成分（[Number][Unit]（[Number][Unit]）中）有効成分含有量<BR>[ActIngreName]（遺伝子組換え）[Number][Unit]（[ActIngreName]（遺伝子組換え）として）,10,15,2,4,Cluster  4
[Number][Unit]は下記の組合せよりなる．[Number][Unit]中<<BR>>名称<BR>[ActIngreName][Form]<<BR>>容量<BR>[Number][Unit]<<BR>>[Number][Unit]中の成分含量<BR>有効成分：[ActIngreName]（遺伝子組換え）：[Number][Unit],10,15,1,4,Cluster  4
製法の概要<BR>本剤は遺伝子組換え技術を応用して酵母（Ｓａｃｃｈａｒｏｍｙｃｅｓｃｅｒｅｖｉｓｉａｅ）により産生させた[ActIngreName]（[ActIngreName]）を回収精製した後[ActIngreName]に吸着させて沈降ワクチンとしたものである<<BR>>有効成分の名称<BR>[ActIngreName]（酵母由来）<<BR>>容量<BR>[Number][Unit]<<BR>>含量<BR>[Number][Unit]（[ActIngreName]（酵母由来）として）,10,15,1,4,Cluster  4
有効成分〔[Number][Unit]（[Number][Unit]）中〕<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],10,15,1,4,Cluster  4
[Number][Unit]中の有効成分<BR>[ActIngreName]（遺伝子組換え））[Number][Unit],10,15,1,4,Cluster  4
成分含量（[Number][Unit]中）：<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],10,15,1,4,Cluster  4
有効成分<BR>[ActIngreName]（遺伝子組換え）：[Number][Unit],10,15,1,4,Cluster  4
成分分量（有効成分）<BR>（[Number][Unit]（[Number][Unit]）中）[ActIngreName]（遺伝子組換え））[Number][Unit],10,15,1,4,Cluster  4
有効成分：[Number][Unit]（ストッパー付）[Number][Unit]中<BR>[ActIngreName]（遺伝子組換え）[Number][Unit],10,15,1,4,Cluster  4
有効成分〔[Number][Unit]中〕<BR>[ActIngreName][Number][Unit],22,16,10,4,Cluster  4
有効成分〔[Number][Unit]（[Number][Unit]）中〕<BR>[ActIngreName][Number][Unit],22,16,10,4,Cluster  4
有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit],22,16,5,4,Cluster  4
有効成分[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName]（[Formula]）[Number][Unit]（[Unit]）,22,16,4,4,Cluster  4
有効成分〔[Number][Unit]中（[Number][Unit]）〕<BR>[ActIngreName][Number][Unit],22,16,2,4,Cluster  4
有効成分<BR>[Number][Unit]中[ActIngreName]（結晶）[Number][Unit],22,16,1,4,Cluster  4
成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],22,16,1,4,Cluster  4
有効成分〔[Number][Unit]中〕<BR>[ActIngreName]（[ActIngreName]）として[Number][Unit][ActIngreName]（[ActIngreName]）として[Number][Unit],22,16,1,4,Cluster  4
有効成分〔[Number][Unit]中〕<BR>[ActIngreName]含有[ActIngreName][ActIngreName]価[Number][Unit][Number][Unit]相当量,22,16,1,4,Cluster  4
規格<BR>[Number][Unit]<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],22,16,1,4,Cluster  4
有効成分及び含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]<<BR>>有効成分及び含量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit],22,16,1,4,Cluster  4
成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],22,16,1,4,Cluster  4
有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（備考：ヒトの線維芽細胞由来）,25,17,3,4,Cluster  4
[BrandName][Number][Unit]中<<BR>>有効成分<BR>[ActIngreName][Number][Unit]）採血国：米国採血の区別：非献血）,25,17,2,4,Cluster  4
[BrandName]は次の成分を含有する有効成分（[Number][Unit]中）：[ActIngreName]（[ActIngreName]）[Number][Unit],25,17,1,4,Cluster  4
[BrandName]は[Number][Unit]中に次の成分を含有する<<BR>>有効成分含有量<BR>生きた[ActIngreName]（[Formula]）[ActIngreName]（乾燥菌体重量として）[Number][Unit],25,17,1,4,Cluster  4
有効成分：[Number][Unit]中の分量<BR>[ActIngreName]：[Number][Unit]備考：ウサギ血液由来,25,17,1,4,Cluster  4
本剤は[Number][Unit]中に下記の成分を含む<<BR>>有効成分<BR>[ActIngreName][Number][Unit]（備考採血国：日本採血方法：献血）,5,18,12,4,Cluster  4
