HOT9,YJコード,組成の記述
119049601,6241013F1156,有効成分<BR>1錠中、日局レボフロキサシン水和物100mg<<BR>>添加物<BR>乳糖、トウモロコシデンプン、カルメロース、低置換度ヒドロキシプロピルセルロース、ヒドロキシプロピルセルロース、ヒプロメロース、ステアリン酸マグネシウム、酸化チタン、タルク、マクロゴール6000、カルナウバロウ
119201801,6241013F1164,有効成分(1錠中)<BR>レボフロキサシン水和物100mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、カルメロース、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、ヒプロメロース、プロピレングリコール、酸化チタン、色素
119202501,6241013F1172,成分・含量（1錠中）<BR>レボフロキサシン水和物100mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、カルメロース、ヒドロキシプロピルセルロース、ステアリン酸Mg、ヒプロメロース、プロピレングリコール、酸化チタン、青色2号
118943801,6241013F1180,成分・含量<BR>1錠中レボフロキサシン水和物100mgを含有<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロース、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、マクロゴール6000、カルナウバロウ
119083001,6241013F1199,**有効成分<BR>1錠中に日本薬局方レボフロキサシン水和物100mgを含有する。<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、カルメロース、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、マクロゴール
119204901,6241013F1202,レボフロキサシン錠100mg「サワイ」：１錠中に日局レボフロキサシン水和物100mgを含有する。￥ｎ添加物として、カルナウバロウ、カルメロース、酸化チタン、ステアリン酸Mg、タルク、トウモロコシデンプン、乳糖、ヒドロキシプロピルセルロース、ヒプロメロース、マクロゴール6000を含有する。
118978001,6241013F1210,1錠中：レボフロキサシン水和物……100mg￥ｎ〈添加物〉￥ｎカルメロース、酸化チタン、ステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、ヒドロキシプロピルセルロース、ヒプロメロース、マクロゴール6000
118995701,6241013F1229,成分・分量<BR>１錠中￥ｎレボフロキサシン水和物：100mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロース、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、マクロゴール6000、タルク、カルナウバロウ
119078601,6241013F1237,1錠中の有効成分：<BR>レボフロキサシン水和物・・・・・100mg<<BR>>添加物：<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロース、ステアリン酸Mg、ヒプロメロース、マクロゴール、タルク、酸化チタン
119207001,6241013F1245,レボフロキサシン錠100mg「日医工」<BR>￥ｎ1錠中レボフロキサシン水和物100mgを含有する。￥ｎ添加物として乳糖，トウモロコシデンプン，カルメロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，タルク，酸化チタン，カルナウバロウを含有する。
119018201,6241013F1253,成分・含量￥ｎ（1錠中）<BR>※※日局レボフロキサシン水和物100.0mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、カルメロース、ステアリン酸マグネシウム、ヒプロメロース、マクロゴール6000、酸化チタン、カルナウバロウ
119659701,6241013F1261,１錠中日局レボフロキサシン水和物100mg<<BR>>添加物<BR>カルナウバロウ，カルメロース，酸化チタン，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール6000
119257501,6241013F2020,1錠中に次の成分を含有<<BR>>**有効成分<BR>レボフロキサシン水和物(日局)256.2mg￥ｎ(レボフロキサシンとして250mg)<<BR>>添加物<BR>結晶セルロース、カルメロース、ヒドロキシプロピルセルロース、フマル酸ステアリルナトリウム、ヒプロメロース、酸化チタン、タルク、マクロゴール6000、黄色三二酸化鉄、カルナウバロウ
119258201,6241013F3027,1錠中に次の成分を含有<<BR>>**有効成分<BR>レボフロキサシン水和物(日局)512.5mg￥ｎ(レボフロキサシンとして500mg)<<BR>>添加物<BR>結晶セルロース、カルメロース、ヒドロキシプロピルセルロース、フマル酸ステアリルナトリウム、ヒプロメロース、酸化チタン、タルク、マクロゴール6000、黄色三二酸化鉄、三二酸化鉄、カルナウバロウ
115103901,6241015F1023,スオード錠100は、１錠中に下記の成分を含有する。<<BR>>有効成分<BR>プルリフロキサシン132.1mg（活性本体※として100mg）￥ｎ※活性本体：ulifloxacin￥ｎ(1RS)-6-fluoro-1-methyl-4-oxo-7-(piperazin-1-yl)-4H-[1,3]thiazeto[3,2-a]quinoline-3-carboxylicacid<<BR>>添加物<BR>乳糖水和物、メチルセルロース、ヒドロキシプロピルセルロース、クロスカルメロースナトリウム、軽質無水ケイ酸、炭酸マグネシウム、ステアリン酸マグネシウム、ヒプロメロース、プロピレングリコール、酸化チタン、タルク、カルナウバロウ、黄色三二酸化鉄￥ｎ香料、バニリン
117094801,6241016F1028,成分・含量<BR>1錠中，モキシフロキサシン400mg（モキシフロキサシン塩酸塩として436.8mg）含有<<BR>>添加物<BR>結晶セルロース，乳糖水和物，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール4000EP，三二酸化鉄，酸化チタン
118173901,6241017F1022,成分・含量（1錠中）<BR>メシル酸ガレノキサシン水和物253.53mg￥ｎ（ガレノキサシンとして200mg）<<BR>>添加物<BR>結晶セルロース、カルボキシメチルスターチナトリウム、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、トリアセチン、三二酸化鉄、黄色三二酸化鉄、シリコーン樹脂、ソルビタン脂肪酸エステル、グリセリン脂肪酸エステル、カルメロースナトリウム、カルナウバロウ
118270501,6241018C1020,細粒1g中に次の成分を含有<<BR>>有効成分<BR>シタフロキサシン水和物106.6mg￥ｎ(シタフロキサシンとして100mg)<<BR>>添加物<BR>D?マンニトール、トウモロコシデンプン、結晶セルロース、カルメロースナトリウム、黄色三二酸化鉄、ヒドロキシプロピルセルロース、メタクリル酸コポリマーLD、ポリソルベート80、ラウリル硫酸ナトリウム、タルク、クエン酸トリエチル、軽質無水ケイ酸、アスパルテーム(L?フェニルアラニン化合物)、香料、乳糖水和物
118269901,6241018F1027,1錠中に次の成分を含有<<BR>>有効成分<BR>シタフロキサシン水和物53.3mg￥ｎ(シタフロキサシンとして50mg)<<BR>>添加物<BR>D?マンニトール、トウモロコシデンプン、低置換度ヒドロキシプロピルセルロース、ヒドロキシプロピルセルロース、ステアリン酸マグネシウム、ヒプロメロース、酸化チタン、タルク、マクロゴール6000、ジメチルポリシロキサン、二酸化ケイ素、カルナウバロウ
115721501,6241400A3025,成分・含量<BR>1バッグ（150mL）中，シプロフロキサシン300mg含有<<BR>>添加物<BR>乳酸：107.3mg￥ｎ塩化ナトリウム：1350mg￥ｎpH調整剤：適量
118747202,6241400A3033,有効成分(1バッグ中)<BR>シプロフロキサシン…300mg(150mL)<<BR>>添加物<BR>乳酸107.3mg￥ｎ塩化ナトリウム1350mg￥ｎpH調節剤適量
118746501,6241400A3041,成分・分量(1バッグ中)<BR>シプロフロキサシン300mg(150mL)<<BR>>添加物<BR>乳酸107.3mg￥ｎ塩化ナトリウム1350mg￥ｎpH調節剤適量
118364101,6241400A3050,1袋（150mL）中<<BR>>有効成分<BR>シプロフロキサシン…………300mg￥ｎ<<BR>>*添加物<BR>塩化ナトリウム………1350mg￥ｎ￥ｎ乳酸………107.3mg￥ｎpH調整剤
119034201,6241400A3068,容量<BR>150mL<<BR>>有効成分(１容器中)<BR>シプロフロキサシン300mg<<BR>>添加物(１容器中)<BR>塩化ナトリウム1250mg￥ｎクエン酸ナトリウム水和物、塩酸、pH調整剤
119236001,6241400A3084,シプロフロキサシン点滴静注液300mg「日医工」<BR>￥ｎ1袋（150mL）中シプロフロキサシン300mgを含有する。￥ｎ添加物として塩化ナトリウム1250mg，クエン酸ナトリウム，塩酸，pH調節剤を含有する。
119238401,6241400A3092,有効成分<BR>1バッグ中：シプロフロキサシン300mg<<BR>>添加物<BR>1バッグ中：クエン酸ナトリウム水和物75mg<<BR>>1バッグ中：塩化ナトリウム1.25g<<BR>>塩酸、pH調整剤
116693401,6241400A4021,成分・含量<BR>1バッグ（100mL）中，シプロフロキサシン200mg含有<<BR>>添加物<BR>乳酸：71.5mg￥ｎ塩化ナトリウム：900mg￥ｎpH調整剤：適量
118745802,6241400A4030,有効成分(1バッグ中)<BR>シプロフロキサシン…200mg(100mL)<<BR>>添加物<BR>乳酸71.5mg￥ｎ塩化ナトリウム900mg￥ｎpH調節剤適量
118744101,6241400A4048,成分・分量(1バッグ中)<BR>シプロフロキサシン200mg(100mL)<<BR>>添加物<BR>乳酸71.5mg￥ｎ塩化ナトリウム900mg￥ｎpH調節剤適量
118363401,6241400A4056,1袋（100mL）中<<BR>>有効成分<BR>シプロフロキサシン…………200mg￥ｎ<<BR>>*添加物<BR>塩化ナトリウム…………900mg￥ｎ￥ｎ乳酸…………71.5mg￥ｎpH調整剤
119033501,6241400A4064,容量<BR>100mL<<BR>>有効成分(１容器中)<BR>シプロフロキサシン200mg<<BR>>添加物(１容器中)<BR>塩化ナトリウム830mg￥ｎクエン酸ナトリウム水和物、塩酸、pH調整剤
119234601,6241400A4080,シプロフロキサシン点滴静注液200mg「日医工」<BR>￥ｎ1袋（100mL）中シプロフロキサシン200mgを含有する。￥ｎ添加物として塩化ナトリウム830mg，クエン酸ナトリウム，塩酸，pH調節剤を含有する。
119237701,6241400A4099,有効成分<BR>1バッグ中：シプロフロキサシン200mg<<BR>>添加物<BR>1バッグ中：クエン酸ナトリウム水和物50mg<<BR>>1バッグ中：塩化ナトリウム0.83g<<BR>>塩酸、pH調整剤
119035901,6241400A5028,容量<BR>250mL<<BR>>有効成分(１容器中)<BR>シプロフロキサシン300mg<<BR>>添加物(１容器中)<BR>塩化ナトリウム2150mg￥ｎクエン酸ナトリウム水和物、塩酸、pH調整剤
119231501,6241400A5044,シプロフロキサシンDU点滴静注液300mg／250mL「日医工」<BR>￥ｎ1袋（250mL）中シプロフロキサシン300mgを含有する。￥ｎ添加物として塩化ナトリウム2150mg，クエン酸ナトリウム，塩酸，pH調節剤を含有する。
119232201,6241400A5052,有効成分<BR>1バッグ中：シプロフロキサシン300mg<<BR>>添加物<BR>1バッグ中：クエン酸ナトリウム水和物75mg<<BR>>1バッグ中：塩化ナトリウム2.15g<<BR>>塩酸、pH調整剤
114949402,6241401G1020,成分<BR>パズフロキサシンメシル酸塩<<BR>>含量<BR>1袋(100mL)中390.6mg(パズフロキサシンとして300mg)<<BR>>添加物<BR>メタンスルホン酸2.7mg￥ｎ塩化ナトリウム900mg<<BR>>Na含有量：<BR>100mL中Na15.4mEq(354.1mg)を含有する。
114951702,6241401G1046,成分<BR>パズフロキサシンメシル酸塩<<BR>>含量<BR>1袋（100mL）中390.6mg（パズフロキサシンとして300mg）<<BR>>添加物<BR>メタンスルホン酸2.7mg，塩化ナトリウム900mg
114950002,6241401G2026,成分<BR>パズフロキサシンメシル酸塩<<BR>>含量<BR>1袋(100mL)中651.0mg(パズフロキサシンとして500mg)<<BR>>添加物<BR>メタンスルホン酸4.5mg￥ｎ塩化ナトリウム900mg<<BR>>Na含有量：<BR>100mL中Na15.4mEq(354.1mg)を含有する。
114952402,6241401G2042,成分<BR>パズフロキサシンメシル酸塩<<BR>>含量<BR>1袋（100mL）中651.0mg（パズフロキサシンとして500mg）<<BR>>添加物<BR>メタンスルホン酸4.5mg，塩化ナトリウム900mg
120094201,6241401G3022,成分<BR>パズフロキサシンメシル酸塩<<BR>>含量<BR>1袋(200mL)中1302.0mg(パズフロキサシンとして1000mg)<<BR>>添加物<BR>メタンスルホン酸9mg￥ｎ塩化ナトリウム1800mg<<BR>>Na含有量：<BR>100mL中Na15.4mEq(354.1mg)を含有する。
119976501,6241401G3030,成分<BR>パズフロキサシンメシル酸塩<<BR>>含量<BR>1袋（200mL）中1302mg（パズフロキサシンとして1000mg）<<BR>>添加物<BR>メタンスルホン酸9mg，塩化ナトリウム1800mg
120303501,6241402A1021,1バイアル中に次の成分を含有<<BR>>有効成分<BR>レボフロキサシン水和物(日局)512.5mg/20mL￥ｎ(レボフロキサシンとして500mg/20mL)<<BR>>添加物<BR>pH調節剤
120302801,6241402G1024,1バッグ中に次の成分を含有<<BR>>有効成分<BR>レボフロキサシン水和物(日局)512.5mg/100mL￥ｎ(レボフロキサシンとして500mg/100mL)<<BR>>添加物<BR>塩化ナトリウム900mg、pH調節剤
114444402,6249002F1024,有効成分（含量）（1錠中）<BR>リネゾリド（600mg）<<BR>>添加物（1錠中）<BR>カルナウバロウ￥ｎデンプングリコール酸ナトリウム￥ｎ結晶セルロース￥ｎ酸化チタン￥ｎステアリン酸マグネシウム￥ｎトウモロコシデンプン￥ｎヒドロキシプロピルセルロース￥ｎヒプロメロース￥ｎマクロゴール400
114445102,6249401A1025,有効成分（1バッグ300mL中）<BR>リネゾリド600mg<<BR>>添加物（1バッグ300mL中）<BR>ブドウ糖15.072g￥ｎクエン酸ナトリウム水和物￥ｎ無水クエン酸￥ｎpH調節剤
111417102,6250001M1038,本剤は、1カプセル中にジドブジン100mgを含有する。<<BR>>*添加物としてトウモロコシデンプン、結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、ゼラチン、酸化チタンを含有する。
111418802,6250002D1024,成分・含量<BR>1g中にアシクロビル400mgを含有する。<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、低置換度ヒドロキシプロピルセルロース、メチルセルロース
113526801,6250002D1040,組成<BR>※アシクロビン顆粒40％は、1ｇ中に（日局）アシクロビル400mgを含有する。￥ｎ添加物としてステアリン酸マグネシウム、トウモロコシデンプン、乳糖水和物、ヒドロキシプロピルセルロース、メチルセルロースを含有する。<<BR>>製剤の性状<BR>￥ｎアシクロビン顆粒40％は、白色?微黄白色の顆粒剤である。
114446801,6250002D1059,※※1g中の有効成分：<BR>日局アシクロビル・・・・・400mg<<BR>>添加物：<BR>※乳糖水和物、トウモロコシデンプン、メチルセルロース、ヒドロキシプロピルセルロース
114447501,6250002D1067,成分・含量<BR>1g中、アシクロビル400mg含有<<BR>>**添加物<BR>D-マンニトール￥ｎ結晶セルロース￥ｎポビドン￥ｎデンプングリコール酸ナトリウム￥ｎアスパルテーム(L-フェニルアラニン化合物)￥ｎ香料
114448201,6250002D1075,アシロベック顆粒40％は、１g中にアシクロビル400mgを含有する。￥ｎ添加物として、軽質無水ケイ酸、トウモロコシデンプン、乳糖、ポリオキシエチレンポリオキシプロピレングリコール、メチルセルロースを含有する。
114449901,6250002D1083,1g中アシクロビル400mg含有<<BR>>添加物として乳糖，トウモロコシデンプン，ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，二酸化ケイ素含有
114450501,6250002D1091,成分・分量<BR>１g中￥ｎアシクロビル：400mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、低置換度ヒドロキシプロピルセルロース、メチルセルロース、アスパルテーム(L-フェニルアラニン化合物)、メタケイ酸アルミン酸マグネシウム
114451201,6250002D1105,1g中：アシクロビル……………………400mg￥ｎ〈添加物〉￥ｎ含水二酸化ケイ素、低置換度ヒドロキシプロピルセルロース、乳糖水和物、メチルセルロース
115276001,6250002D1113,成分・含量<BR>（1g中）日局アシクロビル…400mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、ヒドロキシプロピルセルロース、メチルセルロース、ラウリル硫酸Na、タルク、二酸化ケイ素
116870901,6250002D1121,有効成分<BR>アシクロビル<<BR>>*含量（1g中）<BR>400mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、メチルセルロース、ポリオキシエチレンポリオキシプロピレングリコール、軽質無水ケイ酸
114449904,6250002D1130,有効成分（1g中）<BR>日局アシクロビル400mg<<BR>>添加物<BR>乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，含水二酸化ケイ素
117206501,6250002D1148,1g中アシクロビル400mg含有<<BR>>添加物として乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，二酸化ケイ素含有
120248901,6250002D1156,成分・含量(1g中)<BR>アシクロビル400mg<<BR>>添加物<BR>乳糖水和物、トウモロコシデンプン、低置換度ヒドロキシプロピルセルロース、メチルセルロース、ラウリル硫酸ナトリウム、タルク、含水二酸化ケイ素
111419502,6250002F1025,成分・含量<BR>1錠中にアシクロビル200mgを含有する。<<BR>>添加物<BR>結晶セルロース、カルボキシメチルスターチナトリウム、ポビドン、ステアリン酸マグネシウム
111420101,6250002F1033,アシロベック錠200：１錠中にアシクロビル200mgを含有する。￥ｎ添加物として、軽質無水ケイ酸、結晶セルロース、ステアリン酸Mg、デンプングリコール酸Na、メチルセルロースを含有する。
113527501,6250002F1041,アシロミン錠200：１錠中にアシクロビル200mgを含有する。￥ｎ添加物として、軽質無水ケイ酸、結晶セルロース、ステアリン酸Mg、デンプングリコール酸Na、メチルセルロースを含有する。
113529901,6250002F1068,※アシクロビン錠200は、1錠中に（日局）アシクロビル200mgを含有する。￥ｎ添加物としてステアリン酸マグネシウム、結晶セルロース、ヒドロキシプロピルセルロース、ポビドンを含有する。
113531201,6250002F1084,※※成分・含量（1錠中）<BR>日本薬局方アシクロビル200mg<<BR>>添加物<BR>クロスカルメロースナトリウム、ステアリン酸マグネシウム、セルロース、ポビドン
113533601,6250002F1106,**1錠中の有効成分<BR>(日局)アシクロビル200mg<<BR>>添加物<BR>カルメロースカルシウム、結晶セルロース、ステアリン酸マグネシウム、ポビドン
113534301,6250002F1114,成分・含量<BR>1錠中、アシクロビル200mg含有<<BR>>*添加物<BR>結晶セルロース￥ｎポビドン￥ｎデンプングリコール酸ナトリウム￥ｎステアリン酸マグネシウム
114452901,6250002F1122,成分・含量<BR>1錠中日局アシクロビル…200mg<<BR>>添加物<BR>セルロース、部分アルファー化デンプン、メチルセルロース、ステアリン酸Mg
113535001,6250002F1130,**有効成分<BR>日局アシクロビル<<BR>>含量（1錠中）<BR>200mg<<BR>>添加物<BR>結晶セルロース、デンプングリコール酸ナトリウム、ポビドン、ステアリン酸マグネシウム
114453601,6250002F1149,※※1錠中の有効成分：<BR>日局アシクロビル・・・・・200mg<<BR>>添加物：<BR>セルロース、クロスポビドン、ポビドン、デンプングリコール酸Na、ステアリン酸Mg、無水ケイ酸
114455001,6250002F1165,販売名<BR>ファルラックス錠200<<BR>>成分・分量（1錠中）<BR>アシクロビル200mg<<BR>>添加物<BR>結晶セルロース、デンプングリコール酸ナトリウム、ポビドン、ステアリン酸マグネシウム
114457401,6250002F1181,有効成分の名称<BR>アシクロビル<<BR>>含量<BR>1錠中アシクロビル200ｍｇ<<BR>>添加物<BR>セルロース、ポビドン、低置換度ヒドロキシプロピルセルロース、ステアリン酸Ｍｇ
114458101,6250002F1190,1錠中：アシクロビル………200mg￥ｎ〈添加物〉￥ｎ結晶セルロース、ステアリン酸マグネシウム、デンプングリコール酸ナトリウム、ポビドン
113530501,6250002F1211,成分・含量（1錠中）<BR>※※日局アシクロビル200mg<<BR>>添加物<BR>セルロース、ポビドン、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム
114456702,6250002F1220,有効成分（1錠中）<BR>アシクロビル200mg<<BR>>添加物<BR>結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
111421802,6250002F2021,成分・含量<BR>1錠中にアシクロビル400mgを含有する。<<BR>>添加物<BR>結晶セルロース、カルボキシメチルスターチナトリウム、ポビドン、ステアリン酸マグネシウム
113537401,6250002F2048,アシクロビン錠400<BR>￥ｎ1錠中アシクロビル400mgを含有する。￥ｎ添加物としてセルロース，ポビドン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウムを含有する。
113539801,6250002F2064,アシロベック錠400：１錠中にアシクロビル400mgを含有する。￥ｎ添加物として、軽質無水ケイ酸、結晶セルロース、ステアリン酸Mg、デンプングリコール酸Na、メチルセルロースを含有する。
113540401,6250002F2072,成分・含量<BR>1錠中、アシクロビル400mg含有<<BR>>*添加物<BR>結晶セルロース￥ｎポビドン￥ｎデンプングリコール酸ナトリウム￥ｎステアリン酸マグネシウム
114459801,6250002F2080,成分・含量<BR>1錠中日局アシクロビル…400mg<<BR>>添加物<BR>セルロース、部分アルファー化デンプン、メチルセルロース、ステアリン酸Mg
114460401,6250002F2099,※※1錠中の有効成分：<BR>日局アシクロビル・・・・・400mg<<BR>>添加物：<BR>セルロース、クロスポビドン、ポビドン、デンプングリコール酸Na、ステアリン酸Mg、無水ケイ酸
114461101,6250002F2102,**1錠中の有効成分<BR>(日局)アシクロビル400mg<<BR>>添加物<BR>結晶セルロース、ステアリン酸マグネシウム、デンプングリコール酸ナトリウム、ポビドン
114463501,6250002F2129,販売名<BR>ファルラックス錠400<<BR>>成分・分量（1錠中）<BR>アシクロビル400mg<<BR>>添加物<BR>結晶セルロース、デンプングリコール酸ナトリウム、ポビドン、ステアリン酸マグネシウム
114465901,6250002F2145,有効成分の名称<BR>アシクロビル<<BR>>含量<BR>1錠中アシクロビル400ｍｇ<<BR>>添加物<BR>セルロース、ポビドン、低置換度ヒドロキシプロピルセルロース、ステアリン酸Ｍｇ
114466601,6250002F2153,1錠中：アシクロビル………400mg￥ｎ〈添加物〉￥ｎ結晶セルロース、ステアリン酸マグネシウム、デンプングリコール酸ナトリウム、ポビドン
114467301,6250002F2161,**有効成分<BR>日局アシクロビル<<BR>>含量（1錠中）<BR>400mg<<BR>>添加物<BR>結晶セルロース、デンプングリコール酸ナトリウム、ポビドン、ステアリン酸マグネシウム
114468001,6250002F2170,※※成分・含量（1錠中）<BR>日本薬局方アシクロビル400mg<<BR>>※※添加物<BR>ステアリン酸マグネシウム、セルロース、デンプングリコール酸ナトリウム、ポビドン
113538101,6250002F2200,成分・含量（1錠中）<BR>※※日局アシクロビル400mg<<BR>>添加物<BR>セルロース、ポビドン、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム
118936001,6250002F2218,アシロミン錠400：１錠中にアシクロビル400mgを含有する。￥ｎ添加物として、軽質無水ケイ酸、結晶セルロース、ステアリン酸Mg、デンプングリコール酸Na、メチルセルロースを含有する。
114464202,6250002F2226,有効成分（1錠中）<BR>アシクロビル400mg<<BR>>添加物<BR>結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
114469701,6250002Q1026,成分・含量1包（0.75g）中<BR>アシクロビル200mg<<BR>>添加物<BR>カラギーナン、カロブビーンガム、ポリアクリル酸Na、グリセリン、D-ソルビトール、パラオキシ安息香酸プロピル、クエン酸Na、クエン酸、香料、エタノール
114470301,6250002Q2022,成分・含量1包（3g）中<BR>アシクロビル800mg<<BR>>添加物<BR>カラギーナン、カロブビーンガム、ポリアクリル酸Na、グリセリン、D-ソルビトール、パラオキシ安息香酸プロピル、クエン酸Na、クエン酸、香料、エタノール
114471001,6250002Q3029,成分・含量<BR>1mL中、アシクロビル80mg含有<<BR>>添加物<BR>結晶セルロース￥ｎカルメロースナトリウム￥ｎサッカリンナトリウム水和物￥ｎアスパルテーム(L-フェニルアラニン化合物)￥ｎ亜硫酸水素ナトリウム￥ｎクエン酸ナトリウム水和物￥ｎパラオキシ安息香酸メチル￥ｎパラオキシ安息香酸プロピル￥ｎクエン酸水和物￥ｎエタノール￥ｎ香料
116337701,6250002Q3037,成分・分量<BR>１mL中￥ｎアシクロビル：80mg<<BR>>添加物<BR>結晶セルロース、カルメロースナトリウム、乾燥水酸化アルミニウムゲル、グァーガム、クエン酸水和物、クエン酸ナトリウム水和物、プロピレングリコール、パラオキシ安息香酸メチル、パラオキシ安息香酸プロピル、アスパルテーム（L-フェニルアラニン化合物）、香料
114899201,6250002R1021,アストリックドライシロップ80％は、1g中に次の成分を含有する。<<BR>>有効成分・含有量<BR>アシクロビル800mg<<BR>>添加物<BR>D-マンニトール、ヒドロキシプロピルセルロース、サッカリンNa水和物、アスパルテーム(L-フェニルアラニン化合物)
116764101,6250002R1030,アシロベックDS80％は、１g中にアシクロビル800mgを含有する。￥ｎ添加物として、アスパルテーム(L-フェニルアラニン化合物)、軽質無水ケイ酸、サッカリンNa、ヒドロキシプロピルセルロース、D-マンニトール、香料を含有する。
111422501,6250003F1020,1錠（2.1g）中ジダノシン25mgを含有する。<<BR>>なお，添加物として水酸化マグネシウム，沈降炭酸カルシウム，アスパルテーム（L-フェニルアラニン化合物），D-ソルビトール，クロスポビドン，香料，トコフェロール，ステアリン酸マグネシウム及び結晶セルロースを含有する。
111423201,6250003F2026,1錠（2.1g）中ジダノシン50mgを含有する。<<BR>>なお，添加物として水酸化マグネシウム，沈降炭酸カルシウム，アスパルテーム（L-フェニルアラニン化合物），D-ソルビトール，クロスポビドン，香料，トコフェロール，ステアリン酸マグネシウム及び結晶セルロースを含有する。
111424901,6250003F3022,1錠（2.1g）中ジダノシン100mgを含有する。<<BR>>なお，添加物として水酸化マグネシウム，沈降炭酸カルシウム，アスパルテーム（L-フェニルアラニン化合物），D-ソルビトール，クロスポビドン，香料，トコフェロール，ステアリン酸マグネシウム及び結晶セルロースを含有する。
114472701,6250003M1029,ヴァイデックスECカプセル125は1カプセル中ジダノシン125mgを含有する。<<BR>>なお，添加物としてデンプングリコール酸ナトリウム，カルメロースナトリウム，メタクリル酸コポリマーLD，ラウリル硫酸ナトリウム，ポリソルベート80，フタル酸ジエチル，水酸化ナトリウム及びタルク，また，カプセル本体にゼラチン及びラウリル硫酸ナトリウムを含有する。
114473401,6250003M2025,ヴァイデックスECカプセル200は1カプセル中ジダノシン200mgを含有する。<<BR>>なお，添加物としてデンプングリコール酸ナトリウム，カルメロースナトリウム，メタクリル酸コポリマーLD，ラウリル硫酸ナトリウム，ポリソルベート80，フタル酸ジエチル，水酸化ナトリウム及びタルク，また，カプセル本体にゼラチン及びラウリル硫酸ナトリウムを含有する。
111428702,6250006F1031,成分・含量<BR>1錠中にラミブジン150mgを含有する。<<BR>>*添加物<BR>結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、酸化チタン、ヒプロメロース、マクロゴール400、ポリソルベート80
115687401,6250006F2020,成分・含量<BR>1錠中にラミブジン300mgを含有する。<<BR>>*添加物<BR>結晶セルロース、デンプングリコール酸ナトリウム、ステアリン酸マグネシウム、酸化チタン、黒酸化鉄、ヒプロメロース、マクロゴール400、ポリソルベート80
111429401,6250007M1035,有効成分の名称<BR>インジナビル硫酸塩エタノール付加物<<BR>>含量：インジナビルとして<BR>200mg(インジナビル硫酸塩エタノール付加物として250mg)<<BR>>添加物<BR>ステアリン酸マグネシウム、無水乳糖￥ｎカプセル本体：ゼラチン、ラウリル硫酸ナトリウム
111431703,6250009M1026,ゼリットカプセル15は１カプセル中，サニルブジン15mgを含有する。<<BR>>＊＊なお，添加物として結晶セルロース，無水乳糖，乳糖水和物，デンプングリコール酸ナトリウム及びステアリン酸マグネシウム，また，カプセル本体にゼラチン及びラウリル硫酸ナトリウムを含有する。
111432403,6250009M2022,ゼリットカプセル20は１カプセル中，サニルブジン20mgを含有する。<<BR>>＊＊なお，添加物として結晶セルロース，無水乳糖，乳糖水和物，デンプングリコール酸ナトリウム及びステアリン酸マグネシウム，また，カプセル本体にゼラチン及びラウリル硫酸ナトリウムを含有する。
117658201,6250010F1020,成分（1錠中）有効成分・含有量<BR>サキナビルメシル酸塩571.5mg（サキナビルとして500mg）<<BR>>成分（1錠中）添加物<BR>乳糖水和物、ポビドン、クロスカルメロースナトリウム、結晶セルロース、ステアリン酸マグネシウム、ヒプロメロース、タルク、酸化チタン、黄色三二酸化鉄、三二酸化鉄、トリアセチン
